,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),Outlier,Latitude,Longitude,Address,City,State,ZipCode,AgeofBuilding,MeanBuildingGFA,MeanFloorGFA,BuildingGFApct,ParkingGFApct
125,205,2015,SPS-District K-12,K-12 School,Ballard High (Sps-District),Ballard,1.0,2.0,242795,K-12 School,,82.0,8728584.0,119.09,, 47.67678666, -122.3739682, 1418 Nw 65Th St, Seattle, WA,98117,16,242795.0,121397.5,1.0,0.0
126,209,2015,NonResidential,Self-Storage Facility,Madison Self Storage (Not Part Of Campus),East,1.0,5.0,84870,Self-Storage Facility,,,1136698.0,40.35,, 47.61229181, -122.3170942, 1111 E Madison St, Seattle, WA,98122,105,84870.0,16974.0,1.0,0.0
127,209,2016,NonResidential,Self-Storage Facility,Madison Self Storage,East,1.0,5.0,84870,Self-Storage Facility,,,1381590.125,51.11,,47.61233,-122.3171,1111 E. Madison,Seattle,WA,98122,106,84870.0,16974.0,1.0,0.0
128,212,2015,SPS-District K-12,K-12 School,Sharples Jr High (Sps-District),Southeast,1.0,2.0,173185,K-12 School,,72.0,6863464.0,282.34,, 47.54657866, -122.2820193, 3928 S Graham St, Seattle, WA,98118,63,173185.0,86592.5,1.0,0.0
129,214,2015,SPS-District K-12,K-12 School,Boren Jr. High School (Sps-District),Delridge,1.0,1.0,145341,K-12 School,,77.0,4998015.0,177.1,, 47.54806021, -122.3620019, 5950 Delridge Way Sw, Seattle, WA,98106,52,145341.0,145341.0,1.0,0.0
130,215,2015,NonResidential,Non-Refrigerated Warehouse,Rainier Bottling Plant,Greater Duwamish,1.0,4.0,114297,Non-Refrigerated Warehouse,,67.0,1738724.0,52.94,, 47.54941628, -122.3160421, 5628 Airport Way S, Seattle, WA,98108,111,114297.0,28574.25,1.0,0.0
131,215,2016,NonResidential,Warehouse,Rainier Bottling Plant,Greater Duwamish,1.0,4.0,114297,Non-Refrigerated Warehouse,,61.0,2100097.75,69.44,,47.55152,-122.31869,5628 Airport Way South,Seattle,WA,98108,112,114297.0,28574.25,1.0,0.0
131,216,2015,SPS-District K-12,K-12 School,Rainier Beach High School (Sps-District),Southeast,1.0,2.0,184125,K-12 School,,89.0,8037287.0,294.12,, 47.52383423, -122.2660141, 8815 Seward Park Ave S, Seattle, WA,98118,55,184125.0,92062.5,1.0,0.0
132,217,2015,SPS-District K-12,K-12 School,Whitman Jr High (Sps-District),Ballard,1.0,1.0,160270,K-12 School,,79.0,5674450.0,212.02,, 47.69689628, -122.3778526, 9201 15Th Ave Nw, Seattle, WA,98117,56,160270.0,160270.0,1.0,0.0
133,220,2015,NonResidential,Non-Refrigerated Warehouse,Sears & Others Warehouse #8109,Greater Duwamish,1.0,1.0,234144,Non-Refrigerated Warehouse,,82.0,7370743.0,320.35,, 47.55860699, -122.3332277, 4786 1St Ave S, Seattle, WA,98134,78,234144.0,234144.0,1.0,0.0
134,220,2016,NonResidential,Warehouse,8109,Greater Duwamish,1.0,1.0,234144,Non-Refrigerated Warehouse,,87.0,6744317.0,297.43,,47.55901,-122.33328,4786 First Ave S,Seattle,WA,98134,79,234144.0,234144.0,1.0,0.0
134,223,2015,NonResidential,Retail Store,Westwood Village - Bldg A,Delridge,1.0,1.0,64984,Retail Store,,76.0,2721646.0,32.75,, 47.52131741, -122.3668974, 2600 Sw Barton St, Seattle, WA,98126,49,64984.0,64984.0,1.0,0.0
135,223,2016,NonResidential,Retail Store,Westwood Village - Building A,Delridge,1.0,1.0,64984,Retail Store,,72.0,2944296.25,35.78,,47.52254,-122.36627,2600 Sw Barton St,Seattle,WA,98126,50,64984.0,64984.0,1.0,0.0
135,224,2015,NonResidential,Retail Store,Westwood Village - Bldg B (Includes Qfc),Delridge,1.0,1.0,67745,Retail Store,,31.0,9560965.0,368.63,, 47.52131741, -122.3668974, 2600 Sw Barton St, Seattle, WA,98126,50,67745.0,67745.0,1.0,0.0
136,224,2016,NonResidential,Retail Store,Westwood Village - Building B,Delridge,1.0,1.0,67745,Retail Store,,37.0,9230223.0,369.14,,47.52254,-122.36627,2600 Sw Barton St,Seattle,WA,98126,51,67745.0,67745.0,1.0,0.0
136,225,2015,SPS-District K-12,K-12 School,Denny/ Sealth Campus (Sps-District),Delridge,1.0,2.0,367884,K-12 School,2016,93.0,12263687.0,271.32,, 47.52967421, -122.3666556, 2500 Sw Thistle St, Seattle, WA,98106,5,367884.0,183942.0,1.0,0.0
137,225,2016,SPS-District K-12,K-12 School,Denny/Sealth Campus,Delridge,1.0,2.0,367884,K-12 School,2016,97.0,12265516.0,272.85,,47.52915,-122.36511,2601 Sw Kenyon / 2600 Sw Thistle,Seattle,WA,98126,6,367884.0,183942.0,1.0,0.0
137,226,2015,SPS-District K-12,K-12 School,Roxhill Elementary School(Sps-District),Delridge,1.0,1.0,46797,K-12 School,,86.0,1911611.0,62.2,, 47.51791397, -122.3706774, 9450 30Th Ave Sw, Seattle, WA,98126,57,46797.0,46797.0,1.0,0.0
138,227,2015,SPS-District K-12,K-12 School,Washington Jr High School(Sps-District),Central,1.0,3.0,136188,K-12 School,,67.0,5436057.0,178.5,, 47.59792434, -122.3039472, 2101 S Jackson St, Seattle, WA,98144,52,136188.0,45396.0,1.0,0.0
139,228,2015,NonResidential,Other,Nordic Heritage Museum (Webster Bldg),Ballard,1.0,3.0,56000,Other,,,1755264.0,53.61,, 47.67771413, -122.3962337, 3014 Nw 67Th St, Seattle, WA,98117,42,56000.0,18666.666666666668,1.0,0.0
140,228,2016,NonResidential,Other,Webster Building,Ballard,1.0,3.0,56000,Other,,,1851260.5,59.34,,47.67767,-122.39631,3014 Nw 67Th St.,Seattle,WA,98117,43,56000.0,18666.666666666668,1.0,0.0
140,229,2015,SPS-District K-12,K-12 School,King (Brighton) Elementary School (Sps-District),Southeast,1.0,2.0,67371,K-12 School,,92.0,2075833.0,42.8,, 47.54197311, -122.27677917, 6725 45Th Ave S, Seattle, WA,98118,11,67371.0,33685.5,1.0,0.0
141,230,2015,NonResidential,Self-Storage Facility,U-Haul Rentals & Mini-Storage,Southwest,1.0,2.0,52088,Self-Storage Facility,,,1186800.0,39.54,, 47.54506084, -122.3773622, 6343 35Th Ave Sw, Seattle, WA,98126,46,52088.0,26044.0,1.0,0.0
142,230,2016,NonResidential,Self-Storage Facility,U-Haul Moving And Storage Of West Seattle,Southwest,1.0,2.0,52088,Self-Storage Facility,,,1377519.5,48.99,,47.54508,-122.37737,6343 35Th Ave Sw,Seattle,WA,98126,47,52088.0,26044.0,1.0,0.0
142,231,2015,SPS-District K-12,K-12 School,Hamilton Middle (Sps-District),Lake Union,1.0,3.0,127776,K-12 School,,81.0,4213726.0,56.96,, 47.6572102, -122.3375797, 1610 N 41St St, Seattle, WA,98103,5,127776.0,42592.0,1.0,0.0
143,232,2015,NonResidential,Hotel,Silver Cloud Inn Lake Union,Lake Union,1.0,5.0,123920,Hotel,,82.0,8964061.0,289.43,, 47.62970427, -122.3290596, 1150 Fairview Ave N, Seattle, WA,98109,17,123920.0,24784.0,0.7579083279535184,0.2420916720464816
144,232,2016,NonResidential,Hotel,Silver Cloud Inn,Lake Union,1.0,5.0,123920,Hotel,,79.0,9373179.0,309.6,,47.62972,-122.32906,1150 Fairview Ave N,Seattle,WA,98109,18,123920.0,24784.0,0.7579083279535184,0.2420916720464816
144,233,2015,Nonresidential COS,Other,Armory Building (Mohai),Lake Union,1.0,1.0,58000,Museum,,,7338511.0,221.62,, 47.62759406, -122.3366092, 860 Terry Ave N, Seattle, WA,98109,115,58000.0,58000.0,1.0,0.0
145,233,2016,Nonresidential COS,Other,Armory Building,Lake Union,1.0,1.0,50000,Museum,,,7548807.0,225.69,,47.62759,-122.33661,860 Terry Ave N,Seattle,WA,98109,116,50000.0,50000.0,1.0,0.0
145,234,2015,Nonresidential COS,Non-Refrigerated Warehouse,Seattle City Light Roy Street Warehouse,Magnolia / Queen Anne,1.0,2.0,50292,Non-Refrigerated Warehouse,,,715446.0,4.99,, 47.62651741, -122.340841, 800 Aloha St, Seattle, WA,98109,89,50292.0,25146.0,1.0,0.0
146,234,2016,Nonresidential COS,Warehouse,Scl Roy Street Warehouse,Magnolia / Queen Anne,1.0,2.0,50292,Non-Refrigerated Warehouse,,,430473.6875,3.0,,47.62591,-122.34084,802 Roy St,Seattle,WA,98109,90,50292.0,25146.0,1.0,0.0
146,235,2015,NonResidential,Hotel,Courtyard By Marriott - Seattle,Magnolia / Queen Anne,1.0,7.0,207656,Hotel,,77.0,10735331.0,314.26,, 47.62754003, -122.3405732, 925 Westlake Ave N, Seattle, WA,98109,17,207656.0,29665.14285714286,0.7383124012790384,0.2616875987209616
147,235,2016,NonResidential,Hotel,311Jk-Seattle Downtown/Lake Union Cy,Magnolia / Queen Anne,1.0,7.0,207656,Hotel,,76.0,11171988.0,338.16,,47.62782,-122.34045,925 Westlake Ave North,Seattle,WA,98109,18,207656.0,29665.14285714286,0.7383124012790384,0.2616875987209616
147,237,2015,SPS-District K-12,K-12 School,Whittier Elementary (Sps-District),Ballard,1.0,2.0,67235,K-12 School,,85.0,2364351.0,44.06,, 47.68367156, -122.3729249, 7501 13Th Ave Nw, Seattle, WA,98117,16,67235.0,33617.5,1.0,0.0
148,238,2015,Nonresidential COS,Small- and Mid-Sized Office,City Of Seattle - Nsc,Northwest,1.0,2.0,85017,Office,,40.0,9146727.0,166.73,, 47.69975953, -122.340249, 9700 Stone Ave N, Seattle, WA,98103,58,85017.0,42508.5,1.0,0.0
149,238,2016,Nonresidential COS,Small- and Mid-Sized Office,North Service Center,Northwest,1.0,2.0,91130,Office,,,9472358.0,175.77,,47.70044,-122.34136,1300 N 97Th St,Seattle,WA,98103,59,91130.0,45565.0,1.0,0.0
149,239,2015,SPS-District K-12,K-12 School,Gatewood Elementary School (Sps-District),Southwest,1.0,3.0,58118,K-12 School,,97.0,1362993.0,17.86,, 47.54026729, -122.3884963, 4320 Sw Myrtle St, Seattle, WA,98136,24,58118.0,19372.666666666668,1.0,0.0
150,241,2015,NonResidential,Hotel,Hotel Nexus - Northgate,Northwest,1.0,4.0,64893,Hotel,,73.0,6056481.0,206.3,, 47.70923419, -122.3323693, 2140 N Northgate Way, Seattle, WA,98133,47,64893.0,16223.25,1.0,0.0
151,241,2016,NonResidential,Hotel,Hotel Nexus,Northwest,1.0,4.0,64893,Hotel,,70.0,6197825.0,208.26,,47.70916,-122.33216,2140 N. Northgate Way,Seattle,WA,98133,48,64893.0,16223.25,1.0,0.0
151,242,2015,SPS-District K-12,K-12 School,Olympic View (Sps-District),North,1.0,2.0,52792,K-12 School,,98.0,1227290.0,8.56,, 47.69820046, -122.321085, 504 Ne 95Th St, Seattle, WA,98115,26,52792.0,26396.0,1.0,0.0
152,243,2015,SPS-District K-12,K-12 School,Van Asselt School (Sps-District),Greater Duwamish,1.0,1.0,70762,K-12 School,,95.0,2933003.0,138.96,, 47.53836703, -122.2964274, 7201 Beacon Ave S, Seattle, WA,98108,90,70762.0,70762.0,1.0,0.0
153,244,2015,NonResidential,Small- and Mid-Sized Office,Washington Park Building,Downtown,1.0,3.0,56456,Office,,83.0,1527917.0,26.55,, 47.601058, -122.335182, 68 S Washington St, Seattle, WA,98104,115,56456.0,18818.666666666668,1.0,0.0
154,244,2016,NonResidential,Small- and Mid-Sized Office,Washington Park Building,Downtown,1.0,3.0,44558,Office,,78.0,1677002.25,28.27,,47.60105,-122.33518,76-80 S Washington St,Seattle,WA,98104,116,44558.0,14852.666666666666,1.0,0.0
154,245,2015,NonResidential,Other,Centurylink Field-Stadium,Greater Duwamish,1.0,6.0,1585960,Other - Entertainment/Public Assembly,,,59991984.0,834.11,, 47.59435403, -122.3301787, 800 Occidental Ave S, Seattle, WA,98104,16,1585960.0,264326.6666666667,0.7933869706676082,0.20661302933239173
155,245,2016,NonResidential,Other,Centurylink,Greater Duwamish,1.0,6.0,1585960,Other - Entertainment/Public Assembly,,,59757440.0,892.63,,47.59544,-122.33159,800 Occidental Ave. South,Seattle,WA,98134,17,1585960.0,264326.6666666667,0.7933869706676082,0.20661302933239173
155,247,2015,Nonresidential COS,Distribution Center,City Light - South Service Center Bldg A,Greater Duwamish,1.0,2.0,179161,Distribution Center,,,9974370.0,98.95,, 47.57125847, -122.331498, 400 S Spokane St, Seattle, WA,98134,91,179161.0,89580.5,1.0,0.0
156,247,2016,Nonresidential COS,Distribution Center,Scl Ssc Building A,Greater Duwamish,1.0,2.0,179161,Distribution Center,,,9436408.0,96.43,,47.57199,-122.32811,3613 4Th Ave S,Seattle,WA,98134,92,179161.0,89580.5,1.0,0.0
156,248,2015,Nonresidential COS,Non-Refrigerated Warehouse,City Light - South Service Center Bldg B,Greater Duwamish,1.0,2.0,50000,Non-Refrigerated Warehouse,,,4116805.0,28.7,, 47.57125847, -122.331498, 400 S Spokane St, Seattle, WA,98134,50,50000.0,25000.0,1.0,0.0
157,248,2016,Nonresidential COS,Warehouse,Scl Ssc Building B,Greater Duwamish,1.0,2.0,58640,Non-Refrigerated Warehouse,,,3928695.25,27.39,,47.57199,-122.32811,3613 4Th Ave S,Seattle,WA,98134,51,58640.0,29320.0,1.0,0.0
157,249,2015,NonResidential,Other,Safeco Field,Greater Duwamish,1.0,3.0,1172127,Other - Entertainment/Public Assembly,,,57514116.0,1236.93,, 47.59134229, -122.3319719, 1250 1St Ave S, Seattle, WA,98134,16,1172127.0,390709.0,1.0,0.0
158,249,2016,NonResidential,Other,Safeco Field,Greater Duwamish,1.0,3.0,1172127,Other - Entertainment/Public Assembly,,,58761304.0,1246.55,,47.59085,-122.33354,1250 First Avenue South,Seattle,WA,98134,17,1172127.0,390709.0,1.0,0.0
158,250,2015,NonResidential,Hotel,Silver Cloud Inn Seattle,Greater Duwamish,1.0,9.0,168449,Hotel,,61.0,13116256.0,402.03,, 47.59271999, -122.3336896, 1046 1St Ave S, Seattle, WA,98134,10,168449.0,18716.555555555555,0.9135227873124804,0.08647721268751966
159,250,2016,NonResidential,Hotel,Silver Cloud Hotel - Stadium,Greater Duwamish,1.0,9.0,168449,Hotel,,64.0,12726789.0,388.37,,47.59269,-122.33372,1046 1St Ave S,Seattle,WA,98134,11,168449.0,18716.555555555555,0.9135227873124804,0.08647721268751966
159,257,2015,NonResidential,Non-Refrigerated Warehouse,Harbor Island Warehouse - King County,Greater Duwamish,1.0,4.0,79600,Non-Refrigerated Warehouse,,55.0,1786986.0,12.46,, 47.57463912, -122.3560342, 3235 16Th Ave Sw, Seattle, WA,98134,99,79600.0,19900.0,1.0,0.0
160,257,2016,NonResidential,Warehouse,Harbor Island: Warehouse E - Dnrp-Swd,Greater Duwamish,1.0,4.0,79600,Non-Refrigerated Warehouse,,34.0,2411402.25,16.81,,47.57507,-122.35747,3235 16Th Ave Sw,Seattle,WA,98134,100,79600.0,19900.0,1.0,0.0
160,260,2015,SPS-District K-12,SPS-District K-12,Lincoln High (Sps-District),Lake Union,1.0,4.0,241066,,,74.0,7870351.0,263.53,, 47.66006599, -122.3393444, 4400 Interlake Ave N, Seattle, WA,98103,18,241066.0,60266.5,1.0,0.0
162,263,2015,NonResidential,Other,Thornton Cinema Building & Parking Garage,North,1.0,6.0,419848,Parking,,,9477865.0,163.99,, 47.7024765, -122.32480621, 301 Ne 103Rd St, Seattle, WA,98125,7,419848.0,69974.66666666667,0.20183256797698215,0.7981674320230179
163,263,2016,NonResidential,Other,Building 1,North,1.0,6.0,419848,Parking,,,9134963.0,162.41,,47.70281,-122.32532,316 Ne Thornton Place,Seattle,WA,98125,8,419848.0,69974.66666666667,0.20183256797698215,0.7981674320230179
163,264,2015,NonResidential,Mixed Use Property,Tribeca Condos & Store,Magnolia / Queen Anne,1.0,4.0,110785,Multifamily Housing,,,10608788.0,91.53,, 47.62392426, -122.35764313, 516 1St Ave W, Seattle, WA,98119,13,110785.0,27696.25,0.6463510403032902,0.35364895969670984
164,264,2016,NonResidential,Mixed Use Property,Tribeca,Magnolia / Queen Anne,1.0,4.0,110785,Multifamily Housing,,,10557910.0,92.91,,47.6239,-122.35756,516 1St Ave W,Seattle,WA,98119,14,110785.0,27696.25,1.0,0.0
166,267,2015,NonResidential,Hotel,Pine St. Condo-Elliott Grand Hyatt Seattle,Downtown,1.0,1.0,934292,Hotel,,,63811044.0,1558.85,, 47.61267744, -122.33393177, 721 Pine St, Seattle, WA,98101,16,934292.0,934292.0,1.0,0.0
166,267,2016,NonResidential,Hotel,Grand Hyatt Seattle,Downtown,1.0,1.0,934292,Hotel,,,65047284.0,1638.46,,47.61275,-122.3333,721 Pine St,Seattle,WA,98101,17,934292.0,934292.0,1.0,0.0
168,273,2015,SPS-District K-12,K-12 School,Highland Park School (Sps-District),Delridge,1.0,1.0,71714,K-12 School,,89.0,2223321.0,30.27,, 47.52560204, -122.3487068, 1012 Sw Trenton St, Seattle, WA,98106,16,71714.0,71714.0,1.0,0.0
169,274,2015,NonResidential,Non-Refrigerated Warehouse,Mini-Warehouse/Retail,Lake Union,1.0,3.0,75397,Non-Refrigerated Warehouse,,91.0,516216.0,8.66,, 47.65094364, -122.3422377, 3616 Stone Way N, Seattle, WA,98103,24,75397.0,25132.333333333332,0.8917596190829874,0.10824038091701262
169,274,2016,NonResidential,Warehouse,27020-Seattle / Stone Way North,Lake Union,1.0,3.0,75397,Non-Refrigerated Warehouse,,91.0,549181.375,9.63,,47.65097,-122.34227,3600 Stone Way North,Seattle,WA,98103,25,75397.0,25132.333333333332,0.8917596190829874,0.10824038091701262
171,278,2015,NonResidential,Senior Care Community,Id Village Square 1,Downtown,1.0,5.0,102796,Senior Care Community,,,10620628.0,197.3,, 47.59626518, -122.3219466, 802 S Dearborn St, Seattle, WA,98134,16,102796.0,20559.2,0.8773201291879061,0.12267987081209386
171,278,2016,NonResidential,Senior Care Community,Id Village Square 1,Downtown,1.0,5.0,102796,Senior Care Community,,,10105379.0,193.94,,47.59626,-122.3218,802 S. Dearborn St.,Seattle,WA,98104,17,102796.0,20559.2,0.8773201291879061,0.12267987081209386
172,279,2015,SPS-District K-12,K-12 School,West Seattle High School (Sps-District),Southwest,1.0,2.0,208981,K-12 School,,84.0,7564604.0,175.9,, 47.57662845, -122.3846578, 3000 California Ave Sw, Seattle, WA,98116,13,208981.0,104490.5,1.0,0.0
174,281,2015,NonResidential,K-12 School,University Hts Grade School,Northeast,1.0,2.0,55653,K-12 School,,84.0,2003474.0,105.92,, 47.66549171, -122.3140067, 5031 University Way Ne, Seattle, WA,98105,87,55653.0,27826.5,1.0,0.0
174,281,2016,NonResidential,K-12 School,University Hts Grade School,Northeast,1.0,2.0,55653,K-12 School,,98.0,1377627.0,72.88,,47.66568,-122.31368,5031 University Way Ne,Seattle,WA,98105,88,55653.0,27826.5,1.0,0.0
175,282,2015,NonResidential,Hotel,Hotel Deca,Northeast,1.0,16.0,106860,Hotel,,46.0,12087498.0,467.18,, 47.66156526, -122.3146098, 4507 Brooklyn Ave Ne, Seattle, WA,98105,84,106860.0,6678.75,1.0,0.0
175,282,2016,NonResidential,Hotel,Hotel Deca,Northeast,1.0,16.0,106860,Hotel,,49.0,11935719.0,469.57,,47.66151,-122.31457,4507 Brooklyn Ave Ne,Seattle,WA,98105,85,106860.0,6678.75,1.0,0.0
176,283,2015,NonResidential,Small- and Mid-Sized Office,Lake City Center,North,1.0,5.0,50759,Office,,63.0,3045139.0,43.78,, 47.71892746, -122.2947589, 12360 Lake City Way Ne, Seattle, WA,98125,43,50759.0,10151.8,1.0,0.0
176,283,2016,NonResidential,Small- and Mid-Sized Office,Lake City Center,North,1.0,5.0,50759,Office,,62.0,3147042.0,49.09,,47.71895,-122.29475,12360 Lake City Way Ne,Seattle,WA,98125,44,50759.0,10151.8,1.0,0.0
177,284,2015,NonResidential,Worship Facility,Univ Congregational Church,Northeast,1.0,2.0,56772,Worship Facility,,49.0,2349950.0,80.79,, 47.66176886, -122.3112037, 4505 16Th Ave Ne, Seattle, WA,98105,63,56772.0,28386.0,1.0,0.0
177,284,2016,NonResidential,Worship Facility,University Congregational United Church Of Christ,Northeast,1.0,2.0,56772,Worship Facility,,46.0,2439484.75,84.57,,47.66182,-122.31113,4505 16Th Ave Ne,Seattle,WA,98105,64,56772.0,28386.0,1.0,0.0
178,285,2015,NonResidential,Worship Facility,University Presby Church,Northeast,1.0,3.0,103000,Worship Facility,,40.0,4864408.0,144.53,, 47.66262897, -122.3114754, 4550 15Th Ave Ne, Seattle, WA,98105,63,103000.0,34333.333333333336,1.0,0.0
178,285,2016,NonResidential,Worship Facility,University Presbyterian Church,Northeast,1.0,3.0,103000,Worship Facility,,42.0,4854429.5,149.93,,47.6626,-122.31164,4540 15Th Avenue Ne,Seattle,WA,98105,64,103000.0,34333.333333333336,1.0,0.0
179,286,2015,SPS-District K-12,K-12 School,Roosevelt High (Sps-District),Northeast,1.0,3.0,269297,K-12 School,,79.0,10281586.0,192.09,, 47.67746117, -122.3130281, 1410 Ne 66Th St, Seattle, WA,98115,9,269297.0,89765.66666666667,1.0,0.0
180,287,2015,SPS-District K-12,K-12 School,Bryant Elementary (Sps-District),Northeast,1.0,3.0,75174,K-12 School,,80.0,2654755.0,68.3,, 47.67115081, -122.2918182, 3311 Ne 60Th St, Seattle, WA,98115,14,75174.0,25058.0,1.0,0.0
181,289,2015,SPS-District K-12,K-12 School,Frantz H Coe Elementary School (Sps-District),Magnolia / Queen Anne,1.0,3.0,75214,K-12 School,,87.0,2295845.0,38.55,, 47.64090041, -122.3656176, 2424 7Th Ave W, Seattle, WA,98119,12,75214.0,25071.333333333332,1.0,0.0
182,290,2015,SPS-District K-12,K-12 School,James Madison Jr High School (Sps-District),Southwest,1.0,3.0,134918,K-12 School,,92.0,3773040.0,65.33,, 47.5724098, -122.3916721, 3429 45Th Ave Sw, Seattle, WA,98116,10,134918.0,44972.666666666664,1.0,0.0
183,291,2015,SPS-District K-12,K-12 School,Thurgood Marshall (Sps-District),Central,1.0,2.0,64414,K-12 School,,63.0,2414679.0,16.83,, 47.59101433, -122.2981281, 2401 S Irving St, Seattle, WA,98144,24,64414.0,32207.0,1.0,0.0
184,292,2015,SPS-District K-12,K-12 School,"Marshall, John (Sps-District)",Northwest,1.0,3.0,92437,K-12 School,,71.0,4986643.0,218.12,, 47.67726399, -122.3223367, 520 Ne Ravenna Blvd, Seattle, WA,98115,88,92437.0,30812.333333333332,1.0,0.0
185,293,2015,NonResidential,Other,Act Theater,Downtown,1.0,7.0,128766,Other - Entertainment/Public Assembly,,,6550618.0,56.32,, 47.61104202, -122.33238983, 700 Union St, Seattle, WA,98101,101,128766.0,18395.14285714286,1.0,0.0
185,293,2016,NonResidential,Other,Act Theatre,Downtown,1.0,7.0,128766,Other - Entertainment/Public Assembly,,,6057410.0,57.21,,47.61103,-122.33238,700 Union St,Seattle,WA,98101,102,128766.0,18395.14285714286,1.0,0.0
186,294,2015,NonResidential,Residence Hall,Ywca Womens Residence,Downtown,1.0,9.0,107572,Residence Hall/Dormitory,,71.0,5445025.0,223.86,, 47.60775556, -122.3324724, 1118 5Th Ave, Seattle, WA,98101,102,107572.0,11952.444444444445,1.0,0.0
186,294,2016,NonResidential,Residence Hall,Women'S Residence At Seneca,Downtown,1.0,9.0,107572,Residence Hall/Dormitory,,76.0,5572503.0,254.87,,47.6079,-122.33266,1118 5Th Avenue,Seattle,WA,98101,103,107572.0,11952.444444444445,1.0,0.0
187,295,2015,NonResidential,Other,Centurylink: 3Rd Ave 3-D,Downtown,1.0,15.0,230880,Other,,,63668488.0,443.86,, 47.60683648, -122.3346694, 1122 3Rd Ave, Seattle, WA,98101,60,230880.0,15392.0,1.0,0.0
187,295,2016,NonResidential,Other,1122 3Rd Ave,Downtown,1.0,15.0,230880,Other,,,62197176.0,433.6,,47.60699,-122.33481,1122 3Rd Ave,Seattle,WA,98101,61,230880.0,15392.0,1.0,0.0
191,300,2015,SPS-District K-12,K-12 School,Cleveland High School (Sps-District),Greater Duwamish,1.0,3.0,204961,K-12 School,,94.0,7971886.0,202.07,, 47.55156934, -122.3138036, 5511 15Th Ave S, Seattle, WA,98108,8,204961.0,68320.33333333333,1.0,0.0
192,302,2015,NonResidential,Other,Wa Army Natl Guard,Magnolia / Queen Anne,1.0,1.0,76086,Other,,,2903161.0,80.75,, 47.63640533, -122.3791694, 1600 W Armory Way, Seattle, WA,98119,42,76086.0,76086.0,1.0,0.0
192,302,2016,NonResidential,Other,Seattle Readcntr (50/50),Magnolia / Queen Anne,1.0,1.0,76086,Other,,,3267564.0,101.41,,47.63965,-122.3783,Readiness Center - Pier 91,Seattle,WA,98119,43,76086.0,76086.0,1.0,0.0
193,313,2015,NonResidential,Medical Office,Elliott Park Building,Magnolia / Queen Anne,1.0,5.0,190000,Medical Office,,7.0,19816686.0,371.48,, 47.61994816, -122.3606641, 201 Elliott Ave W, Seattle, WA,98119,88,190000.0,38000.0,0.7947368421052632,0.20526315789473684
193,313,2016,NonResidential,Medical Office,Bmr-201 Elliott Avenue Llc,Magnolia / Queen Anne,1.0,5.0,190000,Medical Office,,1.0,28731502.0,661.04,,47.61972,-122.36033,201 Elliott Avenue West,Seattle,WA,98119,89,190000.0,38000.0,0.7947368421052632,0.20526315789473684
194,314,2015,NonResidential,Hotel,Edgewater Inn,Downtown,1.0,4.0,122309,,,13.0,24060332.0,977.73,, 47.61245737, -122.3521832, 2411 Alaskan Way, Seattle, WA,98121,54,122309.0,30577.25,1.0,0.0
194,314,2016,NonResidential,Hotel,Edgewater Seattle,Downtown,1.0,4.0,122309,Hotel,,8.0,25453690.0,1060.13,,47.6124,-122.35075,2411 Alaskan Way,Seattle,WA,98121,55,122309.0,30577.25,1.0,0.0
196,316,2015,NonResidential,Hotel,Seattle Waterfront Marriott,Downtown,1.0,8.0,254273,Hotel,,23.0,27787286.0,798.63,, 47.61067514, -122.3465482, 2100 Alaskan Way, Seattle, WA,98121,12,254273.0,31784.125,0.8474081007421158,0.15259189925788424
196,316,2016,NonResidential,Hotel,337V2-Seattle Waterfront Marriott,Downtown,1.0,8.0,254273,Hotel,,29.0,26659244.0,780.84,,47.61069,-122.34653,2100 Alaskan Way,Seattle,WA,98121,13,254273.0,31784.125,0.8474081007421158,0.15259189925788424
197,317,2015,Nonresidential COS,Other,Seattle Aquarium,Downtown,1.0,2.0,69400,Other - Entertainment/Public Assembly,,,15671253.0,305.15,, 47.60725784, -122.34207153, 1421 Alaskan Way, Seattle, WA,98101,35,69400.0,34700.0,1.0,0.0
197,317,2016,Nonresidential COS,Other,Seattle Aquarium,Downtown,1.0,2.0,69400,Other - Entertainment/Public Assembly,,,14833476.0,301.76,,47.60729,-122.34211,1421 Alaskan Way,Seattle,WA,98101,36,69400.0,34700.0,1.0,0.0
198,318,2015,NonResidential,Other,Pier 54  Ivars Acres Of Clams,Downtown,1.0,1.0,62900,Other,,,6366808.0,211.01,, 47.60411925, -122.3396021, 1003 Alaskan Way, Seattle, WA,98104,115,62900.0,62900.0,1.0,0.0
198,318,2016,NonResidential,Mixed Use Property,Pier 54,Downtown,1.0,1.0,62900,Restaurant,,,10394330.0,377.27,,47.6041,-122.33958,1001 Alaskan Way,Seattle,WA,98104,116,62900.0,62900.0,1.0,0.0
199,319,2015,NonResidential,Small- and Mid-Sized Office,Daily Journal Building,Downtown,1.0,4.0,40000,Office,,98.0,1372706.0,45.32,, 47.60272217, -122.33557892, 83 Columbia St, Seattle, WA,98104,101,40000.0,10000.0,1.0,0.0
