,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),Outlier,Latitude,Longitude,Address,City,State,ZipCode,AgeofBuilding,MeanBuildingGFA,MeanFloorGFA,BuildingGFApct,ParkingGFApct
1688,23056,2015,NonResidential,Other,National Sign Co,Magnolia / Queen Anne,1.0,2.0,27144,Other,,,939840.0,30.06,, 47.63142293, -122.3413739, 1255 Westlake Ave N, Seattle, WA,98109,95,27144.0,13572.0,1.0,0.0
1669,23056,2016,NonResidential,Other,National Sign,Magnolia / Queen Anne,1.0,2.0,27144,Other,,,1012024.313,32.58,,47.63132,-122.34136,1255 Westlake Ave N,Seattle,WA,98109,96,27144.0,13572.0,1.0,0.0
1689,23064,2015,NonResidential,Other,Evergreen-Washelli,Northwest,1.0,1.0,23166,Other,,,3294645.0,174.98,, 47.70969561, -122.3456598, 11111 Aurora Ave N, Seattle, WA,98133,45,23166.0,23166.0,1.0,0.0
1670,23064,2016,NonResidential,Other,Evergreen Washelli,Northwest,5.0,1.0,23166,Other,,,3475804.25,184.6,,47.70969,-122.34557,11111 Aurora Ave. N,Seattle,WA,98133,46,4633.2,23166.0,1.0,0.0
1690,23065,2015,NonResidential,Medical Office,North District Multi-Service Center - King County,Northwest,1.0,2.0,34759,,,71.0,1410266.0,9.83,, 47.70558717, -122.3349479, 10501 Meridian Ave N, Seattle, WA,98133,36,34759.0,17379.5,1.0,0.0
1671,23065,2016,NonResidential,Medical Office,Meridian Center For Health,Northwest,1.0,2.0,34759,Medical Office,,81.0,1633105.375,11.39,,47.70558,-122.33486,10521 Meridian Ave N,Seattle,WA,98133,37,34759.0,17379.5,1.0,0.0
1694,23076,2015,NonResidential,Worship Facility,North Seattle Alliance Church,Northwest,1.0,2.0,44719,Worship Facility,,,1536287.0,47.6,, 47.71756004, -122.3320302, 2150 N 122Nd St, Seattle, WA,98133,50,44719.0,22359.5,1.0,0.0
1675,23076,2016,NonResidential,Worship Facility,North Seattle Alliance Church,Northwest,1.0,2.0,44719,Worship Facility,,,1614026.25,53.21,,47.71745,-122.33221,2150 N. 122Nd Street,Seattle,WA,98133,51,44719.0,22359.5,1.0,0.0
1697,23098,2015,NonResidential,Supermarket/Grocery Store,Hilltop Red Apple Market,Greater Duwamish,1.0,1.0,21603,Supermarket/Grocery Store,,16.0,5807879.0,119.57,, 47.57898152, -122.3129112, 2701 Beacon Ave S, Seattle, WA,98144,50,21603.0,21603.0,1.0,0.0
1678,23098,2016,NonResidential,Supermarket/Grocery Store,Red Apple Market,Greater Duwamish,1.0,1.0,21603,Supermarket/Grocery Store,,16.0,5833800.0,129.89,,47.57894,-122.31287,2701 Beacon Ave S,Seattle,WA,98144,51,21603.0,21603.0,1.0,0.0
1710,23115,2015,NonResidential,Distribution Center,"Intermountain Supply, Inc.",Delridge,1.0,1.0,42900,Distribution Center,,60.0,390726.0,2.72,, 47.5315885, -122.3356991, 7901 1St Ave S, Seattle, WA,98108,36,42900.0,42900.0,1.0,0.0
1691,23115,2016,NonResidential,Distribution Center,Intermountain Supply,Delridge,1.0,1.0,42900,Distribution Center,,53.0,436252.5,3.04,,47.53158,-122.33568,7901 1St Ave South,Seattle,WA,98108,37,42900.0,42900.0,1.0,0.0
1711,23117,2015,Nonresidential COS,Other,Joint Training Facilities Campus,Delridge,1.0,1.0,57952,Adult Education,,,3105001.0,93.47,, 47.51875781, -122.3370906, 9401 Myers Way S, Seattle, WA,98108,10,57952.0,57952.0,1.0,0.0
1712,23120,2015,NonResidential,Other,"Waste Management Maintenance Shed, Bldg A",Delridge,1.0,1.0,26232,Other - Services,,,2874181.0,112.13,, 47.52959109, -122.3355729, 8111 1St Ave S, Seattle, WA,98108,44,26232.0,26232.0,1.0,0.0
1693,23120,2016,NonResidential,Other,(Id23120) Waste Management,Delridge,1.0,1.0,26232,Other - Services,,,3094090.0,122.71,,47.52956,-122.33592,8111 1St Ave S,Seattle,WA,98108,45,26232.0,26232.0,1.0,0.0
1717,23158,2015,NonResidential,Non-Refrigerated Warehouse,Briggs Technologies Inc,Downtown,1.0,2.0,25840,Non-Refrigerated Warehouse,,92.0,311939.0,2.17,, 47.59790914, -122.3154892, 1239 S King St, Seattle, WA,98144,59,25840.0,12920.0,1.0,0.0
1698,23158,2016,NonResidential,Warehouse,Kof Associates,Downtown,1.0,2.0,25840,Non-Refrigerated Warehouse,,92.0,313528.0938,2.19,,47.59783,-122.31554,1239 S. King St.,Seattle,WA,98144,60,25840.0,12920.0,1.0,0.0
1718,23161,2015,NonResidential,Small- and Mid-Sized Office,Pearl Warren Building,Downtown,1.0,1.0,45145,Office,,100.0,1119906.0,36.65,, 47.59711677, -122.3180368, 611 12Th Ave S, Seattle, WA,98144,27,45145.0,45145.0,1.0,0.0
1699,23161,2016,NonResidential,Small- and Mid-Sized Office,Pearl Warren Building,Downtown,1.0,1.0,45145,Office,,,1268459.0,43.63,,47.59721,-122.31838,606 12Th Ave S,Seattle,WA,98144,28,45145.0,45145.0,1.0,0.0
1720,23163,2015,NonResidential,Medical Office,Leschi Center,Downtown,1.0,4.0,43813,Medical Office,,76.0,1798899.0,12.54,, 47.59703102, -122.3168033, 606 12Th Ave S, Seattle, WA,98144,20,43813.0,10953.25,0.47307876657613035,0.5269212334238697
1721,23164,2015,NonResidential,Small- and Mid-Sized Office,The Weller Building,Downtown,1.0,5.0,70332,Office,,87.0,2074152.0,20.53,, 47.59726811, -122.3158318, 1225 S Weller St, Seattle, WA,98144,14,70332.0,14066.4,0.6858471250639823,0.31415287493601773
1701,23164,2016,NonResidential,Small- and Mid-Sized Office,The Weller Building,Downtown,1.0,5.0,70332,Office,,89.0,1981115.25,19.12,,47.59728,-122.31587,1225 S Weller Street,Seattle,WA,98144,15,70332.0,14066.4,0.6858471250639823,0.31415287493601773
1737,23204,2015,SPS-District K-12,K-12 School,Maple Elementary School(Sps-District),Greater Duwamish,1.0,1.0,50546,K-12 School,,97.0,971308.0,6.82,, 47.55786816, -122.3185601, 4925 Corson Ave S, Seattle, WA,98108,44,50546.0,50546.0,1.0,0.0
1746,23228,2015,NonResidential,Supermarket/Grocery Store,Safeway Store # 1143,Ballard,1.0,1.0,45522,Supermarket/Grocery Store,,18.0,13010578.0,349.47,, 47.69020556, -122.3761123, 8332 15Th Ave Nw, Seattle, WA,98117,21,45522.0,45522.0,1.0,0.0
1726,23228,2016,NonResidential,Supermarket/Grocery Store,Safeway 1143 - 15Th Ave,Ballard,1.0,1.0,45522,Supermarket/Grocery Store,,22.0,12250422.0,326.74,,47.6899,-122.37619,8332 15Th Ave Nw,Seattle,WA,98117,22,45522.0,45522.0,1.0,0.0
1747,23231,2015,NonResidential,Retail Store,Bitter Lake Plaza,Northwest,1.0,2.0,20088,Retail Store,,,336461.0,2.35,, 47.72285043, -122.3459776, 929 N 130Th St, Seattle, WA,98133,36,20088.0,10044.0,1.0,0.0
1727,23231,2016,NonResidential,Retail Store,Bitter Lake Plaza,Northwest,1.0,2.0,20088,Retail Store,,,326778.6875,2.28,,47.72286,-122.34612,929 N 130Th St,Seattle,WA,98133,37,20088.0,10044.0,1.0,0.0
1753,23268,2015,NonResidential,Small- and Mid-Sized Office,Harbor Marina Bldgs E & F,Greater Duwamish,1.0,2.0,40657,Office,,54.0,2920918.0,24.36,, 47.57006806, -122.3470127, 1131 Sw Klickitat Way, Seattle, WA,98134,18,40657.0,20328.5,1.0,0.0
1733,23268,2016,NonResidential,Small- and Mid-Sized Office,Building F,Greater Duwamish,1.0,2.0,40657,Office,,57.0,2826828.0,23.6,,47.56999,-122.34703,1131 Sw Klickitat Way,Seattle,WA,98134,19,40657.0,20328.5,1.0,0.0
1754,23277,2015,NonResidential,Non-Refrigerated Warehouse,Hardware Specialty Co,Greater Duwamish,1.0,1.0,20200,Non-Refrigerated Warehouse,,,265874.0,2.03,, 47.57289471, -122.3504231, 3419 11Th Ave Sw, Seattle, WA,98134,115,20200.0,20200.0,1.0,0.0
1734,23277,2016,NonResidential,Warehouse,23277 Hsc Harbisl,Greater Duwamish,1.0,1.0,20200,Non-Refrigerated Warehouse,,,269016.6875,2.25,,47.57279,-122.35066,3419 11Th Ave. S.W.,Seattle,WA,98134,116,20200.0,20200.0,1.0,0.0
1765,23297,2015,NonResidential,Residence Hall,St James Cathedral & Rectory,East,1.0,1.0,44086,Residence Hall/Dormitory,,31.0,3282191.0,160.28,, 47.60733516, -122.3257991, 804 9Th Ave, Seattle, WA,98104,111,44086.0,44086.0,1.0,0.0
1745,23297,2016,NonResidential,Residence Hall,St. James Cathedral & Rectory,East,1.0,1.0,44086,Residence Hall/Dormitory,,29.0,3652708.75,184.0,,47.6073,-122.32585,804 9Th Ave.,Seattle,WA,98104,112,44086.0,44086.0,1.0,0.0
1766,23299,2015,NonResidential,Small- and Mid-Sized Office,Pigott Building,East,1.0,7.0,54372,Office,,90.0,1563640.0,10.9,, 47.60652161, -122.32528687, 700 9Th Ave, Seattle, WA,98104,45,54372.0,7767.428571428572,0.6170087545059957,0.38299124549400426
1746,23299,2016,NonResidential,Small- and Mid-Sized Office,Pigott Building,East,1.0,7.0,54372,Office,,94.0,1403820.0,9.79,,47.60663,-122.32526,710 9Th Ave.,Seattle,WA,98104,46,54372.0,7767.428571428572,0.6170087545059957,0.38299124549400426
1774,23310,2015,NonResidential,Other,Frye Art Museum,East,1.0,1.0,47699,Museum,,,12236144.0,609.68,, 47.60719689, -122.3241096, 704 Terry Ave, Seattle, WA,98104,64,47699.0,47699.0,1.0,0.0
1753,23310,2016,NonResidential,Other,Charles & Emma Frye Free Public Art Museum,East,1.0,1.0,47699,Museum,,,14524386.0,712.39,,47.60709,-122.32416,704 Terry Ave,Seattle,WA,98104,65,47699.0,47699.0,1.0,0.0
1775,23311,2015,NonResidential,Other,First Hill Medical Pavillion,East,1.0,1.0,274568,,,,25246386.0,1114.43,, 47.60830458, -122.3233504, 1124 Columbia St, Seattle, WA,98104,70,274568.0,274568.0,1.0,0.0
1754,23311,2016,NonResidential,Medical Office,Hart First Hill Llc,East,1.0,1.0,274568,Medical Office,,52.0,25311526.0,1110.07,,47.60862,-122.32372,1124 Columbia Street,Seattle,WA,98104,71,274568.0,274568.0,1.0,0.0
1776,23313,2015,NonResidential,Small- and Mid-Sized Office,Swedish Hospital Medical Center,East,1.0,3.0,21282,Office,,69.0,1228041.0,60.88,, 47.60802721, -122.3228166, 1115 Columbia St, Seattle, WA,98104,59,21282.0,7094.0,1.0,0.0
1755,23313,2016,NonResidential,Small- and Mid-Sized Office,Swedish Invex Building,East,1.0,3.0,21282,Office,,69.0,1245923.75,62.23,,47.60819,-122.32282,1115 Columbia St,Seattle,WA,98122,60,21282.0,7094.0,1.0,0.0
1778,23320,2015,NonResidential,Other,Centurylink: Parkway Co,Southeast,1.0,2.0,41022,Other,,,3857679.0,26.89,, 47.54547838, -122.2759121, 6315 Rainier Ave S, Seattle, WA,98118,94,41022.0,20511.0,1.0,0.0
1757,23320,2016,NonResidential,Other,Parkway,Southeast,1.0,2.0,41022,Other,,,3787648.25,26.41,,47.54563,-122.27616,6315 Rainier Ave S,Seattle,WA,98118,95,41022.0,20511.0,1.0,0.0
1782,23331,2015,NonResidential,Small- and Mid-Sized Office,Gateway Plaza Office Bldg,North,1.0,3.0,33580,Office,,88.0,695803.0,4.85,, 47.72971465, -122.2927811, 13751 Lake City Way Ne, Seattle, WA,98125,30,33580.0,11193.333333333334,0.6131625967837999,0.38683740321620014
1762,23331,2016,NonResidential,Small- and Mid-Sized Office,Gateway Plaza,North,1.0,3.0,33580,Office,,100.0,409578.4063,2.86,,47.72986,-122.29278,13751 Lake City Way Ne,Seattle,WA,98125,31,33580.0,11193.333333333334,0.6131625967837999,0.38683740321620014
1786,23342,2015,NonResidential,Non-Refrigerated Warehouse,Daily Racing Form/Warehouse,North,1.0,1.0,21936,Non-Refrigerated Warehouse,,99.0,145573.0,4.55,, 47.72068751, -122.3009125, 12547 26Th Ave Ne, Seattle, WA,98125,38,21936.0,21936.0,1.0,0.0
1766,23342,2016,NonResidential,Warehouse,Daily Racing Form,North,1.0,1.0,21936,Non-Refrigerated Warehouse,,100.0,113130.0,2.69,,47.72051,-122.30103,12547 26Th Ave Ne,Seattle,WA,98165,39,21936.0,21936.0,1.0,0.0
1787,23343,2015,NonResidential,Other,Centurylink: Lake City Garage,North,1.0,1.0,30160,Other,,,1187723.0,48.1,, 47.72083444, -122.2997946, 12550 26Th Ave Ne, Seattle, WA,98125,46,30160.0,30160.0,1.0,0.0
1767,23343,2016,NonResidential,Other,Lake City,North,1.0,1.0,30160,Other,,,1045838.5,44.26,,47.72083,-122.29979,12550 26Th Ave Ne,Seattle,WA,98125,47,30160.0,30160.0,1.0,0.0
1793,23368,2015,NonResidential,Mixed Use Property,Seaboard Building Condominium,Downtown,1.0,11.0,111137,Office,,,9191826.0,256.72,, 47.6106807, -122.3365728, 1500 4Th Ave, Seattle, WA,98101,106,111137.0,10103.363636363636,1.0,0.0
1773,23368,2016,NonResidential,Mixed Use Property,Seaboard Building,Downtown,1.0,11.0,111137,Office,,,9546165.0,294.65,,47.61056,-122.33661,1500-1506 4Th Ave.,Seattle,WA,98011,107,111137.0,10103.363636363636,1.0,0.0
1797,23396,2015,NonResidential,Other,4500 W Marginal Way Sw,Delridge,1.0,1.0,40189,Other - Utility,,,2046914.0,65.13,, 47.56323127, -122.3506942, 4500 W Marginal Way Sw, Seattle, WA,98106,18,40189.0,40189.0,1.0,0.0
1777,23396,2016,NonResidential,Other,Dww-Soc 4500 W. Marginal Way Sw,Delridge,1.0,1.0,40189,Other - Utility,,,1509292.0,37.65,,47.56319,-122.35067,4500 W Marginal Way Sw,Seattle,WA,98106,19,40189.0,40189.0,1.0,0.0
1798,23397,2015,NonResidential,Other,Fraser Boiler Service,Delridge,1.0,2.0,28109,Other,,,2298648.0,28.03,, 47.57061835, -122.356355, 3601 W Marginal Way Sw, Seattle, WA,98106,49,28109.0,14054.5,1.0,0.0
1760,23397,2016,NonResidential,Other,Fraser Marine Building,Delridge,1.0,2.0,28109,Other,,,3612526.75,38.39,,47.57058,-122.35626,3601 West Marginal Way Sw,Seattle,WA,98106,50,28109.0,14054.5,1.0,0.0
1799,23400,2015,NonResidential,Small- and Mid-Sized Office,Seattle Commerce Center,Delridge,1.0,2.0,66484,Office,,69.0,3053785.0,21.29,, 47.56876754, -122.3636918, 2414 Sw Andover St, Seattle, WA,98106,27,66484.0,33242.0,1.0,0.0
1778,23400,2016,NonResidential,Small- and Mid-Sized Office,Frye Commerce Center,Delridge,1.0,2.0,66484,Office,,69.0,3046543.0,21.24,,47.56877,-122.36369,2414 Sw Andover St,Seattle,WA,98103,28,66484.0,33242.0,1.0,0.0
1800,23404,2015,NonResidential,Small- and Mid-Sized Office,Swedish Hospital Medical Center,East,1.0,3.0,25151,Office,,77.0,1543147.0,68.78,, 47.60776197, -122.3225701, 1120 Cherry St, Seattle, WA,98104,56,25151.0,8383.666666666666,1.0,0.0
1779,23404,2016,NonResidential,Small- and Mid-Sized Office,Swedish Cherry Building,East,1.0,3.0,25151,Office,,85.0,1356874.75,62.05,,47.60789,-122.32249,1120 Cherry,Seattle,WA,98122,57,25151.0,8383.666666666666,1.0,0.0
1801,23408,2015,NonResidential,Hotel,Virginia Mason- Baroness Hotel,East,1.0,6.0,35770,Hotel,,59.0,2601945.0,111.95,, 47.609589, -122.3264606, 1005 Spring St, Seattle, WA,98104,87,35770.0,5961.666666666667,1.0,0.0
1780,23408,2016,NonResidential,Hotel,Hotel - The Baroness Hotel,East,1.0,6.0,35770,Hotel,,56.0,2640980.25,112.34,,47.60958,-122.32646,1005 Spring Street,Seattle,WA,98104,88,35770.0,5961.666666666667,1.0,0.0
1803,23410,2015,NonResidential,Hotel,Virginia Mason- Inn At Virginia Mason,East,1.0,9.0,48006,Hotel,,95.0,2363705.0,68.26,, 47.60984421, -122.3267746, 1006 Spring St, Seattle, WA,98104,87,48006.0,5334.0,1.0,0.0
1782,23410,2016,NonResidential,Hotel,Hotel - Inn At Virginia Mason,East,1.0,9.0,48006,Hotel,,85.0,3239754.0,101.31,,47.60981,-122.32687,1006 Spring St,Seattle,WA,98101,88,48006.0,5334.0,1.0,0.0
1804,23416,2015,NonResidential,Mixed Use Property,Viet Wah Supermarket And Saigon Bistro Restaurant,Downtown,1.0,2.0,29631,Supermarket/Grocery Store,,,4367202.0,103.23,, 47.59950189, -122.3185089, 1032 S Jackson St, Seattle, WA,98104,55,29631.0,14815.5,1.0,0.0
1783,23416,2016,NonResidential,Mixed Use Property,Asian Plaza 1,Downtown,1.0,2.0,29631,Supermarket/Grocery Store,,,5144392.0,146.93,,47.59949,-122.31851,1032 S. Jackson,Seattle,WA,98104,56,29631.0,14815.5,1.0,0.0
1805,23418,2015,NonResidential,Small- and Mid-Sized Office,Eng Suey Sun Plaza,Downtown,1.0,2.0,23472,Office,,,1058986.0,16.18,, 47.59725918, -122.3220338, 815 S Weller St, Seattle, WA,98104,26,23472.0,11736.0,1.0,0.0
1784,23418,2016,NonResidential,Small- and Mid-Sized Office,Eng Suey Sun Plaza,Downtown,1.0,2.0,23472,Office,,,1625308.625,46.45,,47.59727,-122.32196,"815 S Weller St,",Seattle,WA,98104,27,23472.0,11736.0,1.0,0.0
1806,23419,2015,Nonresidential COS,Small- and Mid-Sized Office,Csc Engineering (A),Greater Duwamish,1.0,2.0,21315,Office,,34.0,2788860.0,110.43,, 47.59524558, -122.3229473, 714 S Charles St, Seattle, WA,98134,42,21315.0,10657.5,1.0,0.0
1785,23419,2016,Nonresidential COS,Small- and Mid-Sized Office,Csc Engineering (A),Greater Duwamish,1.0,2.0,21315,Office,,34.0,2796425.0,110.66,,47.5956,-122.32292,714 S. Charles St,Seattle,WA,98134,43,21315.0,10657.5,1.0,0.0
1826,23459,2015,NonResidential,Small- and Mid-Sized Office,18 West Mercer Building,Magnolia / Queen Anne,1.0,4.0,57110,Office,,71.0,2103293.0,24.49,, 47.6248209, -122.3576261, 18 W Mercer St, Seattle, WA,98119,31,57110.0,14277.5,0.7231308002101208,0.2768691997898792
1806,23459,2016,NonResidential,Small- and Mid-Sized Office,18 West Mercer,Magnolia / Queen Anne,1.0,4.0,57110,Office,,69.0,2190460.0,24.31,,47.62481,-122.35762,18 West Mercer St,Seattle,WA,98119,32,57110.0,14277.5,0.7231308002101208,0.2768691997898792
1836,23503,2015,NonResidential,Restaurant,Saltys Restaurant,Southwest,1.0,2.0,20398,Restaurant,,,9085108.0,326.65,, 47.58667982, -122.3768153, 1936 Harbor Ave Sw, Seattle, WA,98126,113,20398.0,10199.0,1.0,0.0
1817,23503,2016,NonResidential,Restaurant,Salty'S Waterfront Seafood Grill,Southwest,1.0,2.0,20398,Restaurant,,,9313513.0,334.15,,47.58654,-122.37644,1936 Harbor Ave Sw,Seattle,WA,98126,114,20398.0,10199.0,1.0,0.0
1837,23504,2015,NonResidential,Distribution Center,Alaska Copper Co Whse,Greater Duwamish,1.0,1.0,41308,Distribution Center,,20.0,1588231.0,36.35,, 47.57469945, -122.3267812, 3223 6Th Ave S, Seattle, WA,98134,63,41308.0,41308.0,1.0,0.0
1818,23504,2016,NonResidential,Distribution Center,3223,Greater Duwamish,1.0,1.0,41308,Distribution Center,,7.0,1642471.5,38.57,,47.5746,-122.32637,3223 6Th Avenue South,Seattle,WA,98134,64,41308.0,41308.0,1.0,0.0
1858,23562,2015,NonResidential,Mixed Use Property,The Travelers Hotel,Downtown,1.0,3.0,43878,Multifamily Housing,,,739662.0,5.16,, 47.60180041, -122.33520381, 80 Yesler Way, Seattle, WA,98104,102,43878.0,14626.0,1.0,0.0
1839,23562,2016,NonResidential,Mixed Use Property,The Travelers Hotel,Downtown,1.0,3.0,43878,Multifamily Housing,,,769771.3125,5.37,,47.60195,-122.33516,80 Yesler Way,Seattle,WA,98104,103,43878.0,14626.0,1.0,0.0
1859,23566,2015,NonResidential,Other,On The Boards,Magnolia / Queen Anne,1.0,3.0,34976,Performing Arts,,,801264.0,11.39,, 47.62599182, -122.3584671, 100 W Roy St, Seattle, WA,98119,103,34976.0,11658.666666666666,1.0,0.0
1840,23566,2016,NonResidential,Other,On The Boards,Magnolia / Queen Anne,1.0,3.0,34976,Performing Arts,,,873711.125,15.7,,47.62591,-122.35843,100 West Roy St,Seattle,WA,98119,104,34976.0,11658.666666666666,1.0,0.0
1880,23618,2015,NonResidential,Non-Refrigerated Warehouse,"Ocean Beauty Alaska Bldg, Llc",Magnolia / Queen Anne,1.0,1.0,38255,Non-Refrigerated Warehouse,,13.0,925097.0,29.92,, 47.65676796, -122.3704009, 1120 W Ewing St, Seattle, WA,98119,58,38255.0,38255.0,1.0,0.0
1861,23618,2016,NonResidential,Warehouse,"Ocean Beauty Alaska Bldg, Llc",Magnolia / Queen Anne,1.0,1.0,38255,Non-Refrigerated Warehouse,,12.0,985401.8125,33.8,,47.65674,-122.37223,1120 W Ewing St,Seattle,WA,98119,59,38255.0,38255.0,1.0,0.0
1889,23653,2015,NonResidential,Small- and Mid-Sized Office,Ship Canal Office Center,Lake Union,1.0,3.0,48924,Office,,77.0,2023197.0,49.63,, 47.65101371, -122.3553519, 146 N Canal St, Seattle, WA,98103,26,48924.0,16308.0,1.0,0.0
1870,23653,2016,NonResidential,Small- and Mid-Sized Office,Ship Canal,Lake Union,1.0,3.0,48924,Office,,71.0,2282551.25,59.24,,47.65103,-122.35541,146 North Canal Street,Seattle,WA,98103,27,48924.0,16308.0,1.0,0.0
1894,23671,2015,NonResidential,Small- and Mid-Sized Office,Areis Building,Lake Union,1.0,4.0,50333,Office,,91.0,1477321.0,10.3,, 47.64160748, -122.3255231, 2358 Eastlake Ave E, Seattle, WA,98102,56,50333.0,12583.25,0.6416665011026563,0.35833349889734367
1875,23671,2016,NonResidential,Small- and Mid-Sized Office,Areis Building,Lake Union,1.0,4.0,50333,Office,,88.0,1602084.375,11.17,,47.64168,-122.32562,2366 Eastlake Avenue East,Seattle,WA,98102,57,50333.0,12583.25,0.6416665011026563,0.35833349889734367
1895,23672,2015,NonResidential,Small- and Mid-Sized Office,2324 Eastlake,Lake Union,1.0,4.0,57432,Office,,,2498684.0,17.42,, 47.64047271, -122.3255112, 2324 Eastlake Ave E, Seattle, WA,98102,29,57432.0,14358.0,0.6185750104471375,0.3814249895528625
1876,23672,2016,NonResidential,Small- and Mid-Sized Office,2324 Eastlake,Lake Union,1.0,4.0,57432,Office,,,2520483.25,17.57,,47.6404,-122.32553,2324 Eastlake Ave E,Seattle,WA,98102,30,57432.0,14358.0,0.6185750104471375,0.3814249895528625
1896,23673,2015,NonResidential,Small- and Mid-Sized Office,2300 Eastlake,Lake Union,1.0,3.0,25912,Office,,,615894.0,4.29,, 47.63997419, -122.3255225, 2300 Eastlake Ave E, Seattle, WA,98102,46,25912.0,8637.333333333334,0.6929607903673973,0.30703920963260267
1877,23673,2016,NonResidential,Small- and Mid-Sized Office,2300 Eastlake,Lake Union,1.0,3.0,25912,Office,,,666740.3125,4.65,,47.63995,-122.32557,2300 Eastlake Ave E,Seattle,WA,98102,47,25912.0,8637.333333333334,0.6929607903673973,0.30703920963260267
1897,23674,2015,NonResidential,Small- and Mid-Sized Office,2345 Eastlake,Lake Union,1.0,3.0,57132,Office,,61.0,2286622.0,15.94,, 47.64108252, -122.3262268, 2345 Eastlake Ave E, Seattle, WA,98102,15,57132.0,19044.0,0.6165371420569908,0.38346285794300916
1878,23674,2016,NonResidential,Small- and Mid-Sized Office,2345 Eastlake,Lake Union,1.0,3.0,57132,Office,,73.0,1994967.75,13.91,,47.64113,-122.32625,2345 Eastlake Ave E,Seattle,WA,98102,16,57132.0,19044.0,0.6165371420569908,0.38346285794300916
1903,23689,2015,NonResidential,Worship Facility,Salvation Army,Delridge,1.0,2.0,24224,Worship Facility,,41.0,1064745.0,27.76,, 47.52126544, -122.3546951, 9050 16Th Ave Sw, Seattle, WA,98106,58,24224.0,12112.0,1.0,0.0
1884,23689,2016,NonResidential,Worship Facility,The Salvation Army,Delridge,1.0,2.0,24224,Worship Facility,,52.0,968026.3125,26.73,,47.52172,-122.35487,9050 16Th Ave. Sw,Seattle,WA,98106,59,24224.0,12112.0,1.0,0.0
1904,23691,2015,NonResidential,Worship Facility,Westwood Christian Community,Delridge,1.0,1.0,23706,Worship Facility,,77.0,398357.0,12.5,, 47.51981437, -122.3547556, 9252 16Th Ave Sw, Seattle, WA,98106,52,23706.0,23706.0,1.0,0.0
1885,23691,2016,NonResidential,Worship Facility,Westood Christian Community,Delridge,1.0,1.0,23706,Worship Facility,,78.0,400770.9063,13.12,,47.51989,-122.35489,9252 16Th Ave Sw,Seattle,WA,98106,53,23706.0,23706.0,1.0,0.0
